n_tries,n_choices,guesses,feedback,won
4,"[6512, 151, 2, 1]","['loser', 'tamer', 'after', 'apter']","{'false_letters': ['f', 'o', 'm', 's', 'l'], 'true_letters': {3: 'e', 4: 'r', 0: 'a', 2: 't', 1: 'p'}, 'misplaced_letters': {0: ['t'], 1: ['a']}}",1
3,"[6512, 1343, 22]","['buyer', 'wings', 'goads']","{'false_letters': ['e', 'u', 'i', 'y', 'n', 'w', 'b', 'r'], 'true_letters': {4: 's', 0: 'g', 1: 'o', 2: 'a', 3: 'd'}, 'misplaced_letters': {3: ['g']}}",1
4,"[6512, 227, 3, 2]","['larry', 'creak', 'actor', 'roach']","{'false_letters': ['e', 'y', 'l', 'k', 't'], 'true_letters': {0: 'r', 1: 'o', 2: 'a', 3: 'c', 4: 'h'}, 'misplaced_letters': {1: ['a', 'r', 'c'], 2: ['r'], 3: ['r', 'a', 'o'], 0: ['c', 'a'], 4: ['r']}}",1
4,"[6512, 1537, 20, 1]","['amaze', 'scrog', 'prion', 'orion']","{'false_letters': ['e', 'p', 'z', 'g', 'm', 's', 'a', 'c'], 'true_letters': {3: 'o', 1: 'r', 2: 'i', 4: 'n', 0: 'o'}, 'misplaced_letters': {2: ['r']}}",1
4,"[6512, 960, 5, 1]","['maned', 'cocci', 'clvii', 'clxii']","{'false_letters': ['e', 'o', 'v', 'n', 'd', 'm', 'a'], 'true_letters': {0: 'c', 4: 'i', 1: 'l', 3: 'i', 2: 'x'}, 'misplaced_letters': {2: ['c'], 3: ['c']}}",1
2,"[6512, 206]","['deism', 'sinai']","{'false_letters': ['e', 'd', 'm'], 'true_letters': {0: 's', 1: 'i', 2: 'n', 3: 'a', 4: 'i'}, 'misplaced_letters': {2: ['i'], 3: ['s']}}",1
4,"[6512, 416, 2, 1]","['sucks', 'aitch', 'acing', 'acrid']","{'false_letters': ['u', 'n', 'g', 's', 'k', 't', 'h'], 'true_letters': {0: 'a', 1: 'c', 2: 'r', 3: 'i', 4: 'd'}, 'misplaced_letters': {2: ['c', 'i'], 1: ['i'], 3: ['c']}}",1
8,"[6512, 1095, 133, 63, 16, 9, 2, 1]","['golds', 'yummy', 'hippy', 'jacky', 'barry', 'taney', 'fanny', 'nanny']","{'false_letters': ['p', 'e', 'u', 'j', 'o', 'i', 'f', 'g', 'd', 'm', 's', 'l', 'b', 'r', 'k', 't', 'h', 'c'], 'true_letters': {4: 'y', 1: 'a', 2: 'n', 3: 'n', 0: 'n'}, 'misplaced_letters': {0: ['y']}}",0
4,"[6512, 231, 21, 1]","['gibbs', 'bevel', 'bathe', 'barre']","{'false_letters': ['i', 'v', 'g', 's', 'l', 't', 'h'], 'true_letters': {0: 'b', 1: 'a', 4: 'e', 2: 'r', 3: 'r'}, 'misplaced_letters': {2: ['b'], 3: ['b', 'e'], 1: ['e']}}",1
3,"[6512, 271, 1]","['dyers', 'baden', 'eldon']","{'false_letters': ['y', 'b', 's', 'a', 'r'], 'true_letters': {2: 'd', 4: 'n', 0: 'e', 1: 'l', 3: 'o'}, 'misplaced_letters': {0: ['d'], 2: ['e'], 3: ['e']}}",1
3,"[6512, 357, 2]","['hodge', 'reeds', 'weedy']","{'false_letters': ['o', 'g', 's', 'r', 'h'], 'true_letters': {1: 'e', 2: 'e', 3: 'd', 0: 'w', 4: 'y'}, 'misplaced_letters': {2: ['d'], 4: ['e']}}",1
4,"[6512, 863, 4, 1]","['creak', 'tonne', 'exons', 'peons']","{'false_letters': ['x', 'a', 'r', 'k', 't', 'c'], 'true_letters': {3: 'n', 2: 'o', 4: 's', 0: 'p', 1: 'e'}, 'misplaced_letters': {2: ['e', 'n'], 1: ['o'], 4: ['e'], 0: ['e']}}",1
3,"[6512, 471, 51]","['ravel', 'budge', 'dents']","{'false_letters': ['u', 'v', 'g', 'b', 'l', 'r', 'a'], 'true_letters': {0: 'd', 1: 'e', 2: 'n', 3: 't', 4: 's'}, 'misplaced_letters': {3: ['e'], 2: ['d'], 4: ['e']}}",1
5,"[6512, 664, 138, 23, 4]","['coins', 'zebus', 'sykes', 'gaels', 'avers']","{'false_letters': ['u', 'i', 'o', 'y', 'z', 'n', 'g', 'b', 'l', 'k', 'c'], 'true_letters': {4: 's', 2: 'e', 0: 'a', 1: 'v', 3: 'r'}, 'misplaced_letters': {1: ['e', 'a'], 0: ['s'], 3: ['e']}}",1
4,"[6512, 1539, 110, 2]","['bogus', 'taxed', 'pecan', 'crape']","{'false_letters': ['u', 'o', 'n', 'x', 'g', 'd', 'b', 's', 't'], 'true_letters': {0: 'c', 1: 'r', 2: 'a', 3: 'p', 4: 'e'}, 'misplaced_letters': {1: ['a', 'e'], 3: ['e', 'a'], 0: ['p'], 2: ['c']}}",1
3,"[6512, 14, 6]","['robes', 'kebab', 'cable']","{'false_letters': ['r', 's', 'o', 'k'], 'true_letters': {2: 'b', 0: 'c', 1: 'a', 3: 'l', 4: 'e'}, 'misplaced_letters': {3: ['e', 'a'], 1: ['e'], 4: ['b']}}",1
3,"[6512, 106, 1]","['piker', 'polyp', 'plump']","{'false_letters': ['e', 'i', 'o', 'y', 'r', 'k'], 'true_letters': {0: 'p', 4: 'p', 1: 'l', 2: 'u', 3: 'm'}, 'misplaced_letters': {2: ['l']}}",1
3,"[6512, 49, 10]","['piney', 'meier', 'drier']","{'false_letters': ['p', 'm', 'y', 'n'], 'true_letters': {3: 'e', 2: 'i', 4: 'r', 0: 'd', 1: 'r'}, 'misplaced_letters': {1: ['i', 'e']}}",1
4,"[6512, 327, 48, 4]","['satyr', 'furze', 'probe', 'moire']","{'false_letters': ['f', 'p', 'u', 'z', 'y', 'b', 's', 'a', 't'], 'true_letters': {4: 'e', 0: 'm', 1: 'o', 2: 'i', 3: 'r'}, 'misplaced_letters': {4: ['r'], 2: ['r', 'o'], 1: ['r']}}",1
4,"[6512, 3590, 8, 1]","['puffy', 'bedim', 'iambi', 'climb']","{'false_letters': ['p', 'e', 'u', 'f', 'y', 'd', 'a'], 'true_letters': {0: 'c', 1: 'l', 2: 'i', 3: 'm', 4: 'b'}, 'misplaced_letters': {0: ['b', 'i'], 3: ['i', 'b'], 4: ['m', 'i'], 2: ['m']}}",1
6,"[6512, 1019, 137, 26, 7, 1]","['dunce', 'hazes', 'flier', 'poker', 'beyer', 'meter']","{'false_letters': ['f', 'p', 'z', 'u', 'i', 'o', 'y', 'n', 'd', 'b', 's', 'a', 'l', 'k', 'h', 'c'], 'true_letters': {3: 'e', 4: 'r', 1: 'e', 0: 'm', 2: 't'}, 'misplaced_letters': {4: ['e']}}",1
9,"[6512, 537, 59, 38, 30, 22, 10, 2, 1]","['cathy', 'dawes', 'pales', 'bakes', 'faxes', 'mages', 'raves', 'rares', 'razes']","{'false_letters': ['p', 'f', 'y', 'x', 'v', 'w', 'g', 'd', 'b', 'm', 'l', 'k', 't', 'h', 'c'], 'true_letters': {1: 'a', 3: 'e', 4: 's', 0: 'r', 2: 'z'}, 'misplaced_letters': {2: ['r']}}",0
5,"[6512, 1316, 72, 8, 1]","['cowls', 'fried', 'tuner', 'apter', 'ether']","{'false_letters': ['f', 'p', 'u', 'i', 'o', 'n', 'w', 'd', 's', 'l', 'a', 'c'], 'true_letters': {3: 'e', 4: 'r', 0: 'e', 1: 't', 2: 'h'}, 'misplaced_letters': {1: ['r'], 0: ['t'], 2: ['t']}}",1
3,"[6512, 92, 1]","['upton', 'purer', 'burps']","{'false_letters': ['t', 'n', 'o', 'e'], 'true_letters': {1: 'u', 2: 'r', 0: 'b', 3: 'p', 4: 's'}, 'misplaced_letters': {0: ['u', 'p'], 1: ['p'], 4: ['r']}}",1
5,"[6512, 23, 13, 7, 2]","['busts', 'nests', 'vasts', 'hosts', 'posts']","{'false_letters': ['e', 'u', 'v', 'n', 'b', 'a', 'h'], 'true_letters': {2: 's', 3: 't', 4: 's', 1: 'o', 0: 'p'}, 'misplaced_letters': {}}",1
3,"[6512, 146, 2]","['diver', 'contd', 'gland']","{'false_letters': ['e', 'i', 'o', 'v', 'r', 't', 'c'], 'true_letters': {4: 'd', 0: 'g', 1: 'l', 2: 'a', 3: 'n'}, 'misplaced_letters': {0: ['d'], 2: ['n']}}",1
5,"[6512, 179, 57, 2, 1]","['spiro', 'klimt', 'heine', 'deice', 'beige']","{'false_letters': ['p', 'o', 'n', 'd', 'm', 's', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {2: 'i', 1: 'e', 4: 'e', 0: 'b', 3: 'g'}, 'misplaced_letters': {}}",1
3,"[6512, 49, 1]","['pluck', 'smirk', 'whisk']","{'false_letters': ['p', 'u', 'm', 'l', 'r', 'c'], 'true_letters': {4: 'k', 2: 'i', 0: 'w', 1: 'h', 3: 's'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 125, 3, 1]","['bones', 'texan', 'anent', 'enact']","{'false_letters': ['o', 'b', 's', 'x'], 'true_letters': {1: 'n', 4: 't', 0: 'e', 2: 'a', 3: 'c'}, 'misplaced_letters': {2: ['n', 'e'], 3: ['e', 'a', 'n'], 0: ['t', 'a'], 1: ['e'], 4: ['n']}}",1
7,"[6512, 421, 14, 5, 4, 3, 2]","['agile', 'caret', 'taxer', 'taper', 'tamer', 'tater', 'taker']","{'false_letters': ['p', 'i', 'x', 'g', 'm', 'l', 'c'], 'true_letters': {1: 'a', 3: 'e', 0: 't', 4: 'r', 2: 'k'}, 'misplaced_letters': {0: ['a'], 4: ['e', 't'], 2: ['r', 't']}}",0
7,"[6512, 688, 249, 75, 11, 3, 1]","['spoil', 'chums', 'dress', 'wanes', 'vegas', 'betas', 'texas']","{'false_letters': ['p', 'u', 'i', 'o', 'n', 'v', 'w', 'g', 'm', 'd', 'b', 'l', 'r', 'h', 'c'], 'true_letters': {4: 's', 1: 'e', 3: 'a', 0: 't', 2: 'x'}, 'misplaced_letters': {0: ['s'], 2: ['e', 't'], 3: ['s', 'e'], 1: ['a']}}",0
6,"[6512, 168, 13, 5, 2, 1]","['fargo', 'purrs', 'screw', 'sired', 'shrek', 'serer']","{'false_letters': ['f', 'p', 'u', 'i', 'o', 'g', 'w', 'd', 'a', 'k', 'h', 'c'], 'true_letters': {2: 'r', 0: 's', 3: 'e', 1: 'e', 4: 'r'}, 'misplaced_letters': {3: ['r'], 4: ['s']}}",1
5,"[6512, 248, 74, 5, 3]","['limes', 'gully', 'aloof', 'alack', 'altar']","{'false_letters': ['e', 'f', 'u', 'i', 'o', 'y', 'g', 'm', 's', 'k', 'c'], 'true_letters': {0: 'a', 1: 'l', 2: 't', 3: 'a', 4: 'r'}, 'misplaced_letters': {0: ['l'], 2: ['l', 'a'], 3: ['l']}}",1
4,"[6512, 218, 15, 2]","['gulag', 'idles', 'holey', 'tyler']","{'false_letters': ['u', 'i', 'o', 'g', 'd', 's', 'a', 'h'], 'true_letters': {2: 'l', 3: 'e', 0: 't', 1: 'y', 4: 'r'}, 'misplaced_letters': {4: ['y']}}",1
7,"[6512, 545, 190, 78, 7, 3, 1]","['rarer', 'vises', 'benet', 'doped', 'clued', 'edged', 'egged']","{'false_letters': ['p', 'u', 'i', 'o', 'v', 'n', 'b', 's', 'a', 'r', 'l', 't', 'c'], 'true_letters': {3: 'e', 4: 'd', 0: 'e', 2: 'g', 1: 'g'}, 'misplaced_letters': {1: ['e', 'd'], 0: ['d']}}",0
8,"[6512, 292, 137, 72, 36, 18, 3, 2]","['sakai', 'pawns', 'facts', 'bards', 'oases', 'maxes', 'james', 'lames']","{'false_letters': ['p', 'f', 'j', 'i', 'o', 'n', 'x', 'w', 'd', 'b', 'r', 'k', 't', 'c'], 'true_letters': {1: 'a', 4: 's', 3: 'e', 2: 'm', 0: 'l'}, 'misplaced_letters': {0: ['s', 'm'], 3: ['a'], 2: ['s']}}",0
4,"[6512, 129, 28, 7]","['treks', 'lards', 'horns', 'borgs']","{'false_letters': ['e', 'n', 'd', 'a', 'l', 'k', 't', 'h'], 'true_letters': {4: 's', 2: 'r', 1: 'o', 0: 'b', 3: 'g'}, 'misplaced_letters': {1: ['r']}}",1
6,"[6512, 421, 150, 5, 4, 2]","['sonny', 'spivs', 'scrag', 'smurf', 'steer', 'seder']","{'false_letters': ['p', 'f', 'u', 'i', 'o', 'y', 'n', 'v', 'g', 'm', 'a', 't', 'c'], 'true_letters': {0: 's', 3: 'e', 4: 'r', 1: 'e', 2: 'd'}, 'misplaced_letters': {4: ['s'], 2: ['r', 'e'], 3: ['r']}}",1
4,"[6512, 379, 29, 5]","['inept', 'brand', 'moons', 'slung']","{'false_letters': ['e', 'p', 'i', 'o', 'd', 'b', 'm', 'a', 'r', 't'], 'true_letters': {3: 'n', 0: 's', 1: 'l', 2: 'u', 4: 'g'}, 'misplaced_letters': {1: ['n'], 4: ['s']}}",1
5,"[6512, 2575, 375, 8, 1]","['hurry', 'pilaf', 'matte', 'swats', 'twats']","{'false_letters': ['p', 'e', 'u', 'f', 'i', 'y', 'm', 'l', 'r', 'h'], 'true_letters': {3: 't', 1: 'w', 2: 'a', 4: 's', 0: 't'}, 'misplaced_letters': {3: ['a'], 1: ['a'], 2: ['t'], 0: ['s']}}",1
5,"[6512, 577, 210, 92, 5]","['obese', 'lolly', 'cuzco', 'minor', 'nikon']","{'false_letters': ['e', 'u', 'z', 'y', 'm', 'b', 's', 'l', 'r', 'c'], 'true_letters': {1: 'i', 3: 'o', 0: 'n', 2: 'k', 4: 'n'}, 'misplaced_letters': {0: ['o'], 1: ['o'], 4: ['o'], 2: ['n']}}",1
5,"[6512, 724, 100, 8, 3]","['drawn', 'haley', 'pasta', 'taxis', 'faust']","{'false_letters': ['e', 'p', 'i', 'y', 'n', 'x', 'w', 'd', 'l', 'r', 'h'], 'true_letters': {1: 'a', 0: 'f', 2: 'u', 3: 's', 4: 't'}, 'misplaced_letters': {2: ['a', 's'], 3: ['t'], 4: ['a', 's'], 0: ['t']}}",1
4,"[6512, 137, 31, 1]","['raids', 'gayer', 'carla', 'capra']","{'false_letters': ['e', 'i', 'y', 'g', 'd', 's', 'l'], 'true_letters': {1: 'a', 0: 'c', 4: 'a', 2: 'p', 3: 'r'}, 'misplaced_letters': {0: ['r'], 4: ['r'], 2: ['r']}}",1
5,"[6512, 174, 10, 2, 1]","['whore', 'clonk', 'snoop', 'quoin', 'naomi']","{'false_letters': ['e', 'p', 'u', 'q', 'w', 's', 'l', 'r', 'k', 'h', 'c'], 'true_letters': {2: 'o', 0: 'n', 1: 'a', 3: 'm', 4: 'i'}, 'misplaced_letters': {3: ['n', 'o', 'i'], 1: ['n'], 4: ['n']}}",1
7,"[6512, 155, 36, 21, 16, 4, 3]","['rhine', 'biped', 'wiles', 'jives', 'sites', 'cites', 'gites']","{'false_letters': ['p', 'j', 'v', 'n', 'w', 'd', 'b', 'l', 'r', 'h', 'c'], 'true_letters': {1: 'i', 3: 'e', 4: 's', 2: 't', 0: 'g'}, 'misplaced_letters': {2: ['i'], 4: ['e'], 0: ['s']}}",0
4,"[6512, 1383, 69, 2]","['gonna', 'males', 'brass', 'rivas']","{'false_letters': ['e', 'o', 'n', 'g', 'm', 'b', 'l'], 'true_letters': {4: 's', 0: 'r', 1: 'i', 2: 'v', 3: 'a'}, 'misplaced_letters': {4: ['a'], 1: ['a', 'r'], 2: ['a'], 3: ['s']}}",1
4,"[6512, 1313, 53, 2]","['sangs', 'civet', 'wiped', 'wiled']","{'false_letters': ['p', 'n', 'v', 'g', 's', 'a', 't', 'c'], 'true_letters': {1: 'i', 3: 'e', 0: 'w', 4: 'd', 2: 'l'}, 'misplaced_letters': {}}",1
5,"[6512, 1352, 169, 15, 1]","['flied', 'tract', 'muzak', 'hawks', 'ankhs']","{'false_letters': ['f', 'e', 'z', 'u', 'i', 'w', 'd', 'm', 'l', 'r', 't', 'c'], 'true_letters': {4: 's', 0: 'a', 1: 'n', 2: 'k', 3: 'h'}, 'misplaced_letters': {2: ['a'], 3: ['a', 'k'], 4: ['k'], 0: ['h'], 1: ['a']}}",1
6,"[6512, 481, 85, 8, 3, 1]","['botch', 'loses', 'douay', 'korma', 'poppa', 'gonna']","{'false_letters': ['e', 'p', 'u', 'y', 'd', 'b', 's', 'l', 'r', 'm', 'k', 't', 'h', 'c'], 'true_letters': {1: 'o', 4: 'a', 0: 'g', 2: 'n', 3: 'n'}, 'misplaced_letters': {3: ['a']}}",1
4,"[6512, 87, 6, 1]","['tribe', 'nerve', 'snare', 'snore']","{'false_letters': ['i', 'v', 'b', 'a', 't'], 'true_letters': {4: 'e', 0: 's', 1: 'n', 3: 'r', 2: 'o'}, 'misplaced_letters': {1: ['r', 'e'], 0: ['n'], 2: ['r']}}",1
4,"[6512, 243, 61, 1]","['sheer', 'glare', 'pride', 'drive']","{'false_letters': ['p', 'g', 's', 'a', 'l', 'h'], 'true_letters': {4: 'e', 1: 'r', 2: 'i', 0: 'd', 3: 'v'}, 'misplaced_letters': {2: ['e'], 3: ['e', 'r', 'd'], 4: ['r']}}",1
5,"[6512, 189, 20, 7, 2]","['manic', 'nelda', 'snarl', 'plano', 'blank']","{'false_letters': ['e', 'p', 'i', 'o', 'm', 'd', 's', 'r', 'c'], 'true_letters': {2: 'a', 1: 'l', 3: 'n', 0: 'b', 4: 'k'}, 'misplaced_letters': {1: ['a', 'n'], 2: ['n', 'l'], 0: ['n'], 4: ['a', 'l']}}",1
4,"[6512, 94, 29, 7]","['cowed', 'exact', 'beech', 'price']","{'false_letters': ['o', 'x', 'w', 'd', 'b', 'a', 't', 'h'], 'true_letters': {3: 'c', 0: 'p', 1: 'r', 2: 'i', 4: 'e'}, 'misplaced_letters': {0: ['c', 'e'], 3: ['e'], 1: ['e'], 2: ['e']}}",1
4,"[6512, 1874, 15, 2]","['lanka', 'obits', 'biped', 'mujib']","{'false_letters': ['p', 'e', 'o', 'n', 'd', 's', 'a', 'l', 'k', 't'], 'true_letters': {0: 'm', 1: 'u', 2: 'j', 3: 'i', 4: 'b'}, 'misplaced_letters': {1: ['b', 'i'], 2: ['i'], 0: ['b']}}",1
6,"[6512, 1416, 139, 8, 3, 1]","['demob', 'turin', 'slavs', 'sways', 'shahs', 'shags']","{'false_letters': ['e', 'u', 'i', 'o', 'y', 'n', 'v', 'w', 'd', 'b', 'm', 'l', 'r', 't'], 'true_letters': {0: 's', 2: 'a', 4: 's', 1: 'h', 3: 'g'}, 'misplaced_letters': {3: ['h']}}",1
3,"[6512, 294, 4]","['crude', 'lumpy', 'pupal']","{'false_letters': ['e', 'y', 'm', 'd', 'r', 'c'], 'true_letters': {1: 'u', 0: 'p', 2: 'p', 3: 'a', 4: 'l'}, 'misplaced_letters': {2: ['u'], 0: ['l'], 3: ['p']}}",1
4,"[6512, 645, 16, 1]","['macon', 'alisa', 'phase', 'grasp']","{'false_letters': ['e', 'i', 'o', 'n', 'm', 'l', 'h', 'c'], 'true_letters': {3: 's', 2: 'a', 0: 'g', 1: 'r', 4: 'p'}, 'misplaced_letters': {1: ['a'], 0: ['a', 'p'], 4: ['a']}}",1
3,"[6512, 169, 17]","['miner', 'utter', 'aster']","{'false_letters': ['u', 'n', 'm', 'i'], 'true_letters': {3: 'e', 4: 'r', 2: 't', 0: 'a', 1: 's'}, 'misplaced_letters': {1: ['t']}}",1
4,"[6512, 2878, 22, 2]","['janna', 'fishy', 'testy', 'pusey']","{'false_letters': ['f', 'j', 'i', 'n', 'a', 't', 'h'], 'true_letters': {2: 's', 4: 'y', 0: 'p', 1: 'u', 3: 'e'}, 'misplaced_letters': {1: ['e']}}",1
6,"[6512, 1252, 291, 6, 3, 1]","['lusty', 'hippo', 'frank', 'karma', 'dakar', 'raked']","{'false_letters': ['p', 'f', 'u', 'i', 'o', 'y', 'n', 'm', 's', 'l', 't', 'h'], 'true_letters': {1: 'a', 2: 'k', 0: 'r', 3: 'e', 4: 'd'}, 'misplaced_letters': {1: ['r'], 2: ['a', 'r'], 4: ['k', 'a', 'r'], 0: ['k', 'd'], 3: ['a']}}",1
4,"[6512, 1065, 78, 38]","['dyson', 'llama', 'bhaji', 'pzazz']","{'false_letters': ['j', 'i', 'o', 'y', 'n', 'm', 'd', 's', 'l', 'b', 'h'], 'true_letters': {2: 'a', 0: 'p', 1: 'z', 3: 'z', 4: 'z'}, 'misplaced_letters': {4: ['a']}}",1
6,"[6512, 1187, 17, 7, 3, 1]","['sudsy', 'farts', 'atlas', 'togas', 'betas', 'pitas']","{'false_letters': ['f', 'e', 'u', 'o', 'y', 'g', 'd', 'b', 'l', 'r'], 'true_letters': {4: 's', 3: 'a', 2: 't', 0: 'p', 1: 'i'}, 'misplaced_letters': {0: ['s', 'a', 't'], 3: ['s', 't'], 1: ['a', 't']}}",1
5,"[6512, 100, 15, 4, 1]","['belch', 'obits', 'unbox', 'rambo', 'zomba']","{'false_letters': ['e', 'u', 'i', 'x', 'n', 's', 'l', 'r', 't', 'h', 'c'], 'true_letters': {2: 'm', 3: 'b', 0: 'z', 1: 'o', 4: 'a'}, 'misplaced_letters': {0: ['b', 'o'], 1: ['b', 'a'], 2: ['b'], 3: ['o'], 4: ['o']}}",1
5,"[6512, 539, 16, 4, 1]","['hiker', 'craws', 'sarto', 'sprat', 'strap']","{'false_letters': ['e', 'i', 'o', 'w', 'k', 'h', 'c'], 'true_letters': {0: 's', 2: 'r', 3: 'a', 1: 't', 4: 'p'}, 'misplaced_letters': {4: ['r', 's', 't'], 1: ['r', 'a', 'p'], 2: ['a'], 3: ['t']}}",1
5,"[6512, 530, 18, 6, 1]","['seamy', 'kiwis', 'trows', 'dhows', 'chows']","{'false_letters': ['e', 'i', 'y', 'm', 'd', 'a', 'r', 'k', 't'], 'true_letters': {4: 's', 2: 'o', 3: 'w', 1: 'h', 0: 'c'}, 'misplaced_letters': {0: ['s'], 2: ['w']}}",1
4,"[6512, 524, 71, 6]","['drift', 'musty', 'natch', 'watch']","{'false_letters': ['f', 'u', 'i', 'y', 'n', 'd', 'm', 's', 'r'], 'true_letters': {1: 'a', 2: 't', 3: 'c', 4: 'h', 0: 'w'}, 'misplaced_letters': {4: ['t'], 3: ['t']}}",1
4,"[6512, 1411, 16, 3]","['dungs', 'emily', 'alley', 'holey']","{'false_letters': ['u', 'i', 'n', 'g', 'd', 'm', 's', 'a'], 'true_letters': {4: 'y', 2: 'l', 3: 'e', 0: 'h', 1: 'o'}, 'misplaced_letters': {0: ['e'], 3: ['l'], 1: ['l']}}",1
6,"[6512, 374, 35, 24, 21, 3]","['pates', 'rodeo', 'hoked', 'foxed', 'doled', 'loved']","{'false_letters': ['p', 'f', 'x', 's', 'a', 'r', 'k', 't', 'h'], 'true_letters': {3: 'e', 1: 'o', 4: 'd', 0: 'l', 2: 'v'}, 'misplaced_letters': {2: ['d', 'l'], 4: ['o'], 0: ['d']}}",1
6,"[6512, 989, 227, 57, 15, 2]","['ozzie', 'mogul', 'cohos', 'borax', 'nooky', 'donny']","{'false_letters': ['e', 'z', 'u', 'i', 'x', 'g', 'm', 'b', 's', 'l', 'r', 'a', 'k', 'h', 'c'], 'true_letters': {1: 'o', 4: 'y', 0: 'd', 2: 'n', 3: 'n'}, 'misplaced_letters': {0: ['o', 'n'], 3: ['o'], 2: ['o']}}",1
5,"[6512, 421, 30, 3, 2]","['colby', 'south', 'doter', 'voted', 'noted']","{'false_letters': ['u', 'y', 'v', 'b', 's', 'l', 'r', 'h', 'c'], 'true_letters': {1: 'o', 2: 't', 3: 'e', 4: 'd', 0: 'n'}, 'misplaced_letters': {3: ['t'], 0: ['d']}}",1
7,"[6512, 563, 18, 9, 4, 2, 1]","['exams', 'husks', 'fucks', 'burks', 'junks', 'dunks', 'punks']","{'false_letters': ['e', 'f', 'j', 'x', 'm', 'b', 'd', 'a', 'r', 'h', 'c'], 'true_letters': {4: 's', 1: 'u', 3: 'k', 2: 'n', 0: 'p'}, 'misplaced_letters': {2: ['s']}}",0
5,"[6512, 560, 27, 17, 12]","['squab', 'rears', 'prams', 'crass', 'frats']","{'false_letters': ['e', 'p', 'u', 'q', 'm', 'b', 'c'], 'true_letters': {2: 'a', 4: 's', 1: 'r', 0: 'f', 3: 't'}, 'misplaced_letters': {0: ['s', 'r'], 3: ['a', 'r', 's']}}",1
4,"[6512, 35, 7, 1]","['rocks', 'fluke', 'haiku', 'hunky']","{'false_letters': ['f', 'e', 'i', 'o', 's', 'l', 'r', 'a', 'c'], 'true_letters': {3: 'k', 0: 'h', 1: 'u', 2: 'n', 4: 'y'}, 'misplaced_letters': {2: ['u'], 4: ['u']}}",1
4,"[6512, 22, 11, 4]","['nerdy', 'moody', 'giddy', 'paddy']","{'false_letters': ['e', 'i', 'o', 'n', 'g', 'm', 'r'], 'true_letters': {3: 'd', 4: 'y', 2: 'd', 0: 'p', 1: 'a'}, 'misplaced_letters': {}}",1
5,"[6512, 864, 33, 7, 1]","['aorta', 'megan', 'naked', 'vance', 'janie']","{'false_letters': ['o', 'v', 'g', 'm', 'd', 'r', 'k', 't', 'c'], 'true_letters': {1: 'a', 2: 'n', 4: 'e', 0: 'j', 3: 'i'}, 'misplaced_letters': {0: ['a', 'n'], 4: ['a', 'n'], 1: ['e'], 3: ['a', 'e']}}",1
4,"[6512, 57, 12, 4]","['alter', 'ditto', 'hitch', 'titus']","{'false_letters': ['e', 'o', 'd', 'a', 'r', 'l', 'h', 'c'], 'true_letters': {2: 't', 1: 'i', 0: 't', 3: 'u', 4: 's'}, 'misplaced_letters': {3: ['t']}}",1
4,"[6512, 478, 40, 1]","['lardy', 'agnes', 'tomas', 'comas']","{'false_letters': ['e', 'y', 'n', 'g', 'd', 'l', 'r', 't'], 'true_letters': {4: 's', 1: 'o', 2: 'm', 3: 'a', 0: 'c'}, 'misplaced_letters': {1: ['a'], 0: ['a']}}",1
3,"[6512, 142, 2]","['aspic', 'mucus', 'cetus']","{'false_letters': ['p', 'i', 'm', 'a'], 'true_letters': {3: 'u', 4: 's', 0: 'c', 1: 'e', 2: 't'}, 'misplaced_letters': {1: ['s', 'u'], 4: ['c'], 2: ['c']}}",1
7,"[6512, 856, 95, 4, 3, 2, 1]","['curvy', 'nader', 'brigs', 'frisk', 'wrist', 'irish', 'prism']","{'false_letters': ['e', 'f', 'u', 'y', 'n', 'v', 'g', 'w', 'd', 'b', 'a', 'k', 't', 'h', 'c'], 'true_letters': {1: 'r', 2: 'i', 3: 's', 0: 'p', 4: 'm'}, 'misplaced_letters': {2: ['r'], 4: ['r', 's'], 0: ['i']}}",0
5,"[6512, 156, 49, 4, 2]","['burps', 'unfit', 'mogul', 'laugh', 'gluey']","{'false_letters': ['p', 'f', 'i', 'o', 'n', 'm', 'b', 's', 'a', 'r', 't', 'h'], 'true_letters': {2: 'u', 0: 'g', 1: 'l', 3: 'e', 4: 'y'}, 'misplaced_letters': {1: ['u'], 0: ['u', 'l'], 2: ['g'], 3: ['u', 'g'], 4: ['l']}}",1
5,"[6512, 1560, 12, 3, 2]","['layup', 'hexes', 'cohen', 'chief', 'cheer']","{'false_letters': ['p', 'f', 'u', 'i', 'o', 'y', 'x', 'n', 's', 'l', 'a'], 'true_letters': {3: 'e', 0: 'c', 1: 'h', 2: 'e', 4: 'r'}, 'misplaced_letters': {0: ['h'], 1: ['e'], 2: ['h']}}",1
4,"[6512, 325, 5, 1]","['lions', 'alter', 'pleat', 'elate']","{'false_letters': ['p', 'i', 'o', 'n', 's', 'r'], 'true_letters': {1: 'l', 0: 'e', 2: 'a', 3: 't', 4: 'e'}, 'misplaced_letters': {0: ['l', 'a'], 2: ['t', 'e'], 3: ['e', 'a'], 4: ['t']}}",1
